"variable_name","variable_description","parameter_distribution","i","j","t","parameter_name","parameter_value"
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2010,"shape1",2358.42921424564
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2010,"shape2",71432.0228909126
"mu","disease mortality rate (case fatality ratio)","point",NA,"AGO",2011,"mean",0.0300880262465747
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2011,"shape1",2101.89900544304
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2011,"shape2",67756.4223153956
"mu","disease mortality rate (case fatality ratio)","point",NA,"AGO",2012,"mean",0.0287379155926942
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2012,"shape1",1894.96386944382
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2012,"shape2",64044.5390611571
"mu","disease mortality rate (case fatality ratio)","point",NA,"AGO",2013,"mean",0.0281612790238823
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2013,"shape1",1793.46185294621
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2013,"shape2",61891.9215923604
"mu","disease mortality rate (case fatality ratio)","point",NA,"AGO",2014,"mean",0.0282874014829576
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2014,"shape1",1798.28012727615
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2014,"shape2",61773.4879744905
"mu","disease mortality rate (case fatality ratio)","point",NA,"AGO",2015,"mean",0.0287633014484733
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2015,"shape1",1805.77651495806
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2015,"shape2",60974.7953951524
"mu","disease mortality rate (case fatality ratio)","point",NA,"AGO",2016,"mean",0.0290843380916056
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2016,"shape1",1706.35911125882
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2016,"shape2",56962.9874588565
"mu","disease mortality rate (case fatality ratio)","point",NA,"AGO",2017,"mean",0.0288346760856188
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2017,"shape1",1509.77565966148
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2017,"shape2",50849.9475839254
"mu","disease mortality rate (case fatality ratio)","point",NA,"AGO",2018,"mean",0.0279339821327917
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2018,"shape1",1263.54503028162
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2018,"shape2",43969.7133098654
"mu","disease mortality rate (case fatality ratio)","point",NA,"AGO",2019,"mean",0.0266868194521493
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2019,"shape1",1015.45070263385
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2019,"shape2",37035.1946526359
"mu","disease mortality rate (case fatality ratio)","point",NA,"AGO",2020,"mean",0.0255850242257486
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2020,"shape1",838.48282437628
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2020,"shape2",31933.9240718594
"mu","disease mortality rate (case fatality ratio)","point",NA,"AGO",2021,"mean",0.0250460834972186
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2021,"shape1",771.308180529698
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2021,"shape2",30024.2523555259
"mu","disease mortality rate (case fatality ratio)","point",NA,"AGO",2022,"mean",0.0252611562708245
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2022,"shape1",803.348127200819
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2022,"shape2",30998.3682545885
"mu","disease mortality rate (case fatality ratio)","point",NA,"AGO",2023,"mean",0.0261636558562909
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2023,"shape1",860.803595266794
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2023,"shape2",32039.9347417198
"mu","disease mortality rate (case fatality ratio)","point",NA,"AGO",2024,"mean",0.0274839329091211
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2024,"shape1",804.633772367377
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2024,"shape2",28471.8811655782
"mu","disease mortality rate (case fatality ratio)","point",NA,"AGO",2025,"mean",0.0289370736929739
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2025,"shape1",633.224473376588
"mu","disease mortality rate (case fatality ratio)","beta",NA,"AGO",2025,"shape2",21249.5851049236
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1970,"mean",0.00688487504928587
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1970,"shape1",17.0629428027307
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1970,"shape2",2461.25985617102
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1971,"mean",0.00815574999539306
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1971,"shape1",21.7726142650637
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1971,"shape2",2647.83033792969
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1972,"mean",0.00963367529214556
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1972,"shape1",28.0906420810101
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1972,"shape2",2887.78945862289
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1973,"mean",0.011330439942577
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1973,"shape1",37.077639829665
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1973,"shape2",3235.31425471066
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1974,"mean",0.0132869681906777
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1974,"shape1",51.0683188958851
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1974,"shape2",3792.42089271487
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1975,"mean",0.0155955794060422
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1975,"shape1",74.5074479709086
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1975,"shape2",4702.9648107412
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1976,"mean",0.0183892164223057
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1976,"shape1",115.002040283385
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1976,"shape2",6138.77395769171
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1977,"mean",0.0217840474151583
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1977,"shape1",183.317215610673
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1977,"shape2",8231.88736584433
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1978,"mean",0.0257836226540215
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1978,"shape1",284.046896592634
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1978,"shape2",10732.5158418606
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1979,"mean",0.0301887490598558
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1979,"shape1",380.21276994542
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1979,"shape2",12214.306108315
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1980,"mean",0.034600784887978
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1980,"shape1",395.068710256445
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1980,"shape2",11022.8430953717
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1981,"mean",0.0385894270986349
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1981,"shape1",335.501757871376
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1981,"shape2",8358.6350328571
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1982,"mean",0.0419572535070148
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1982,"shape1",265.069451155309
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1982,"shape2",6052.53785150077
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1983,"mean",0.0448910673157435
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1983,"shape1",209.400352830406
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1983,"shape2",4455.23262097657
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1984,"mean",0.0478517676812678
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1984,"shape1",169.890841143701
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1984,"shape2",3380.46579929045
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1985,"mean",0.051260465993643
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1985,"shape1",143.698958974575
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1985,"shape2",2659.61069085178
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1986,"mean",0.0551389555446379
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1986,"shape1",127.704533595807
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1986,"shape2",2188.34466128644
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1987,"mean",0.0588523843740793
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1987,"shape1",119.029413328657
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1987,"shape2",1903.47850363319
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1988,"mean",0.0611574844860791
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1988,"shape1",115.573789859275
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1988,"shape2",1774.19965047218
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1989,"mean",0.0607680454559032
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1989,"shape1",116.306544219315
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1989,"shape2",1797.63594556692
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1990,"mean",0.0572497602792406
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1990,"shape1",121.039212201052
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1990,"shape2",1993.19168781796
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1991,"mean",0.05148391496803
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1991,"shape1",129.967496779158
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1991,"shape2",2394.4616741544
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1992,"mean",0.0451647275036327
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1992,"shape1",143.537095518726
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1992,"shape2",3034.54242477023
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1993,"mean",0.039819162547848
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1993,"shape1",162.755288481969
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1993,"shape2",3924.6056218937
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1994,"mean",0.036221367724191
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1994,"shape1",189.283793101645
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1994,"shape2",5036.46567453175
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1995,"mean",0.0343894099941639
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1995,"shape1",224.494112620872
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1995,"shape2",6303.507172047
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1996,"mean",0.0337821680343265
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1996,"shape1",267.369109424295
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1996,"shape2",7647.13505006653
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1997,"mean",0.0334604205442433
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1997,"shape1",311.575641808295
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1997,"shape2",9000.19141731493
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1998,"mean",0.032347538122832
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1998,"shape1",343.153561926219
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1998,"shape2",10265.1827084625
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",1999,"mean",0.0297408335661819
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1999,"shape1",346.111405048103
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",1999,"shape2",11291.4711219482
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",2000,"mean",0.0257755964546358
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2000,"shape1",318.927447371485
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2000,"shape2",12054.3050375794
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",2001,"mean",0.0213082087697753
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2001,"shape1",276.9935939541
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2001,"shape2",12722.3906784115
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",2002,"mean",0.0172779574127496
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2002,"shape1",234.998087791588
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2002,"shape2",13366.0360030889
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",2003,"mean",0.0142005820760456
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2003,"shape1",199.03625733164
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2003,"shape2",13817.0270466781
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",2004,"mean",0.0121283901865149
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2004,"shape1",170.48564497439
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2004,"shape2",13886.2557982509
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",2005,"mean",0.0108530830308588
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2005,"shape1",149.110510789751
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2005,"shape2",13589.8897682813
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",2006,"mean",0.010080400059205
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2006,"shape1",133.753099307546
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2006,"shape2",13134.8769671558
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",2007,"mean",0.00952356169994375
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2007,"shape1",122.908069510982
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2007,"shape2",12782.7750544517
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",2008,"mean",0.00896955677752841
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2008,"shape1",115.414635158371
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2008,"shape2",12751.9586387944
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",2009,"mean",0.00833511690405206
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2009,"shape1",110.549154829716
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2009,"shape2",13152.5107521013
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",2010,"mean",0.00767078494555326
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2010,"shape1",107.572575964814
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2010,"shape2",13916.0999332187
"mu","disease mortality rate (case fatality ratio)","point",NA,"BDI",2011,"mean",0.00709581208646685
"mu","disease mortality rate (case fatality ratio)","beta",NA,"BDI",2011,"shape1",105.508962617112
