"variable_name","variable_description","parameter_distribution","i","j","t","parameter_name","parameter_value"
"nu","vaccination rate absolute value","point",NA,"NGA",2018-12-09,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2018-12-10,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2018-12-10,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2018-12-11,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2018-12-12,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2018-12-13,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2018-12-14,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2018-12-15,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2018-12-16,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2018-12-17,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2018-12-18,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2018-12-19,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-03-01,"mean",2e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-03-02,"mean",2e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-03-03,"mean",2e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-03-04,"mean",2e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-03-05,"mean",2e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-03-06,"mean",2e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-03-07,"mean",2e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-03-08,"mean",2e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-03-09,"mean",2e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-03-10,"mean",2e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-03-11,"mean",2e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-03-11,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-03-12,"mean",2e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-03-12,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-03-13,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-03-13,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-03-14,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-03-15,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-03-16,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-03-17,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-03-18,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-03-19,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-03-20,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-03-21,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-03-22,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-03-23,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-03-24,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-03-25,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-04-03,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-04-04,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-04-05,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-04-06,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-04-07,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-04-08,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-04-09,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-04-10,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-04-11,"mean",49500
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-04-26,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-04-27,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-04-28,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2019-04-29,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-04-29,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2019-04-30,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-04-30,"mean",82400
"nu","vaccination rate absolute value","point",NA,"UGA",2019-05-01,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2019-05-02,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2019-05-03,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2019-05-04,"mean",62000
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-05-17,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-05-18,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-05-19,"mean",54600
"nu","vaccination rate absolute value","point",NA,"ZMB",2019-05-22,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2019-05-23,"mean",16100
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-05-27,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-05-28,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-05-28,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-05-29,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-05-29,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-05-30,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-05-30,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-05-31,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZWE",2019-05-31,"mean",500
"nu","vaccination rate absolute value","point",NA,"COD",2019-06-01,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-06-02,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-06-03,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-06-04,"mean",86900
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-06-17,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-06-18,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-06-19,"mean",67600
"nu","vaccination rate absolute value","point",NA,"SOM",2019-06-22,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"SOM",2019-06-23,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"SOM",2019-06-24,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"SOM",2019-06-25,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"SOM",2019-06-26,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"SOM",2019-06-27,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"SOM",2019-06-28,"mean",21900
"nu","vaccination rate absolute value","point",NA,"COD",2019-07-03,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-07-04,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-07-05,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-07-06,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-07-07,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-07-08,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-07-09,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-07-10,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-07-10,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-07-11,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-07-11,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-07-12,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-07-12,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-07-13,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-07-13,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-07-14,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-07-14,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-07-15,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-07-16,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-07-17,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"SOM",2019-07-17,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2019-07-17,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2019-07-18,"mean",14100
"nu","vaccination rate absolute value","point",NA,"SOM",2019-07-18,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2019-07-18,"mean",31000
"nu","vaccination rate absolute value","point",NA,"SOM",2019-07-19,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"SOM",2019-07-20,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"SOM",2019-07-21,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"SOM",2019-07-22,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"SOM",2019-07-23,"mean",30000
"nu","vaccination rate absolute value","point",NA,"CMR",2019-08-01,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"CMR",2019-08-02,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"CMR",2019-08-03,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"CMR",2019-08-04,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"CMR",2019-08-05,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"CMR",2019-08-06,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"CMR",2019-08-07,"mean",81000
"nu","vaccination rate absolute value","point",NA,"ETH",2019-08-15,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2019-08-16,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2019-08-17,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2019-08-18,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2019-08-19,"mean",89100
"nu","vaccination rate absolute value","point",NA,"NGA",2019-09-07,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-09-08,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-09-09,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-09-10,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-09-11,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-09-12,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-09-13,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-09-14,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-09-15,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-09-16,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-09-17,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-09-18,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"NGA",2019-09-19,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-10-30,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-10-31,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-11-01,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-11-02,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-11-03,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-11-04,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-11-05,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2019-11-06,"mean",95800
"nu","vaccination rate absolute value","point",NA,"SSD",2019-11-18,"mean",63200
"nu","vaccination rate absolute value","point",NA,"SSD",2019-12-09,"mean",65500
"nu","vaccination rate absolute value","point",NA,"UGA",2019-12-09,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2019-12-10,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2019-12-11,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2019-12-12,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2019-12-13,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2019-12-14,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2019-12-15,"mean",93900
"nu","vaccination rate absolute value","point",NA,"CMR",2019-12-20,"mean",35500
"nu","vaccination rate absolute value","point",NA,"COD",2020-01-15,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-01-16,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-01-17,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-01-18,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-01-19,"mean",93000
"nu","vaccination rate absolute value","point",NA,"CMR",2020-02-27,"mean",39200
"nu","vaccination rate absolute value","point",NA,"SSD",2020-04-02,"mean",16500
"nu","vaccination rate absolute value","point",NA,"COD",2020-06-02,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-06-03,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-06-04,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-06-05,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-06-06,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-06-07,"mean",2600
"nu","vaccination rate absolute value","point",NA,"UGA",2020-06-07,"mean",66500
"nu","vaccination rate absolute value","point",NA,"COD",2020-07-28,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-07-29,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-07-30,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-07-31,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-08-01,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-08-02,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-08-03,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-08-04,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-08-05,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-08-06,"mean",78600
"nu","vaccination rate absolute value","point",NA,"UGA",2020-08-30,"mean",65200
"nu","vaccination rate absolute value","point",NA,"MOZ",2020-09-21,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2020-09-22,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2020-09-23,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2020-09-24,"mean",33200
"nu","vaccination rate absolute value","point",NA,"COD",2020-09-28,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-09-29,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-09-30,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-10-01,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-10-02,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-10-03,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-10-04,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-10-05,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-10-06,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-10-07,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2020-10-08,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2020-10-12,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2020-10-13,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2020-10-14,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"MOZ",2020-10-15,"mean",51100
"nu","vaccination rate absolute value","point",NA,"UGA",2020-10-24,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2020-10-25,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2020-10-26,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2020-10-27,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2020-10-28,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2020-10-29,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2020-10-30,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2020-10-31,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2020-11-01,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2020-11-02,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"UGA",2020-11-03,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2020-12-21,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2020-12-22,"mean",47600
"nu","vaccination rate absolute value","point",NA,"ETH",2020-12-28,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2020-12-29,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2020-12-30,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2020-12-31,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-01-01,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-01-02,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-01-03,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-01-04,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-01-05,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-01-06,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-01-07,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-01-08,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-01-09,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-01-10,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-01-11,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-01-12,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2021-02-24,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2021-02-25,"mean",23100
"nu","vaccination rate absolute value","point",NA,"ETH",2021-02-28,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-03-01,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-03-02,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-03-03,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-03-04,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-03-05,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-03-06,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-03-07,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-03-08,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-03-09,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-03-10,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-03-11,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-03-12,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-03-13,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2021-03-13,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-03-14,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2021-03-14,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ETH",2021-03-15,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2021-03-15,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2021-03-16,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2021-03-17,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2021-03-18,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2021-03-19,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2021-03-20,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2021-03-21,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2021-03-22,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"ZMB",2021-03-23,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2021-04-03,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2021-04-04,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2021-04-05,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2021-04-06,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2021-04-07,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2021-04-08,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2021-04-09,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2021-04-10,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2021-04-11,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2021-04-12,"mean",1e+05
"nu","vaccination rate absolute value","point",NA,"COD",2021-04-13,"mean",1e+05
